repo_name,commit,message,Is_Refactor,Is_Perfective,Is_Adaptive,Is_Corrective,Justification,Comment,Certain,Sampling
ghacksuserjs/ghacks-user.js,27f87240ecbbb95de56aa9d6cfe66a2cd34a9cc1,"0514: Activity Stream, fixes #396

AS is out of control. No master switch in FF60+, and in order to 100% sure nothing is collected locally (or external connections made), there are now some 28 prefs (including those coming in FF61). This is re-DICK-ulous. We're not going to bother tracking all that, let alone the labyrinth of code. All users are advised to just make sure they remove the XPI every time they update FF.",,,,,,,,random_batch_18_nov_2020
guillemj/dpkg,4546c3b92d4d7d57ee9f7580d87270b791441f97,"libdpkg: Remove stream I/O support from the buffer API
",,,,,,,,random_batch_18_nov_2020
teamcapybara/capybara,e445399fe308e641a7b8879a388372b2ee333130,"Improve `within` documentation. Closes #1117
",,,,,,,,random_batch_18_nov_2020
Duke-Translational-Bioinformatics/duke-data-service,dbe45cf7ec7c6b9bbc4fdec1d5c87fb96c0ddf72,"Try out not implemented label.
",,,,,,,,random_batch_18_nov_2020
symfony/dependency-injection,51310ce297fea2c07b90ad104da50044195ba79e,"Merge branch '3.4'

* 3.4:
  [DI] Turn services and aliases private by default, with BC layer
  [WebProfiler] Fix z-index for pinned AJAX block
  Require v3.4+ of the var-dumper component
",,,,,,,,random_batch_18_nov_2020
locustio/locust,4c3b3d35b97fad69b06f78af565c78b6fde73295,"Added required packages to setuptools.setup()'s install_requires argument in setup.py.
",,,,,,,,random_batch_18_nov_2020
FirebaseExtended/flutterfire,2e228e477b6b940ca1d6fbcd1a5b41ffe26386a8,Rewrite implementation to avoid unnecessary platform calls,,,,,,,,random_batch_18_nov_2020
magit/magit,9785c5a1c98f6730a2b5947645c72357973078bd,"Updated TODO.
",,,,,,,,random_batch_18_nov_2020
libMesh/libmesh,dc53113e032729c347149f3c777676b0e68645d6,"remove some annoying debug prints

git-svn-id: e88a1e38e13faf406e05cc89eca8dd613216f6c4@3905 434f946d-2f3d-0410-ba4c-cb9f52fb0dbf
",,,,,,,,random_batch_18_nov_2020
jasp-stats/jasp-desktop,61cccedb0650e5f986a6e62aba77fefded8b86a1,"SPSS column dictionary becomes a map (keyed by raw column number)

Also some code clean-up in JASP-Desktop/importers/spss/spssrecinter.cpp
",,,,,,,,random_batch_18_nov_2020
SymbiFlow/symbiflow-arch-defs,e75dee55c4305ade72e2d3b6030c23b18f9bb473,"ice40: Adding model files I forgot previously.

Signed-off-by: Tim 'mithro' Ansell <b1c1d8736f20db3fb6c1c66bb1455ed43909f0d8@mith.ro>
",,,,,,,,random_batch_18_nov_2020
AliasIO/Wappalyzer,91bbde4468237e0b76a6775ecbfdfce9f1e3edb6,"#2421: [NPM] Make ""processJs"" and ""processHtml"" top-level functions to allow their reuse
",,,,,,,,random_batch_18_nov_2020
DataONEorg/d1_python,80dca51addfe33554e6f5b87e440c111deb23e61,"Add tests for SID filtering
",,,,,,,,random_batch_18_nov_2020
CodeNarc/CodeNarc,8f9f6e03ed181a82c932720ac502ce16d1f46fee,"Merge pull request #284 from erdi/inverted-condition-rule

Add InvertedCondition rule.",,,,,,,,random_batch_18_nov_2020
Taeung/tip,2de85e73360104d3582363dcebdcdd7dc20431be,"mtd: nand: sunxi: Actually use DMA for subpage reads

ecc->read_subpage is set to sunxi_nfc_hw_ecc_read_subpage_dma when
->dmac != NULL, but is then unconditionally overwritten in the common
init path.

Remove this extra assignment to allow usage of the DMA operation when
possible.

Signed-off-by: Boris Brezillon <4e91513d4f418754031d3d36b3fc73980c40a38c@free-electrons.com>
",,,,,,,,random_batch_18_nov_2020
Subsurface-divelog/subsurface,ef98a4ff5ad05b3a1fc51ffb5996d49d1c462a75,"Dive list: keep dives-in-trip list ordered after shift-times

On shift-times, the list of dives in a trip may become disordered.
Reestablish order with sort_table().

Signed-off-by: Berthold Stoeger <7086f6c34b4b8467a528b8d50bf664f0c7bd1715@mail.tuwien.ac.at>
",,,,,,,,random_batch_18_nov_2020
llvm-mirror/lld,60f80601f581b51a87b119e358dc8867d0d510ec,"Enable test on windows.

It looks like it was disable just because we were missing a demangler.

git-svn-id: f6089bf0e6284f307027cef4f64114ee9ebb0424@280805 91177308-0d34-0410-b5e6-96231b3b80d8
",,,,,,,,random_batch_18_nov_2020
mbdavid/LiteDB,e1ba9629f3ddbdcd248d49f6d617f3a27ab6f2bf,"Fix netstandard project
",,,,,,,,random_batch_18_nov_2020
alphagov/collections,7b9e5d0a78bdacc4d43e2be85687df381646abb2,"Merge pull request #1013 from alphagov/dependabot/bundler/gds-api-adapters-57.2.1

Bump gds-api-adapters from 57.1.0 to 57.2.1",,,,,,,,random_batch_18_nov_2020
schoebel/mars,71720650c3a33ce72f16575229ea88f74a80c34b,"Merge branch 'mars0.1.y' into mars0.1a.y
",,,,,,,,random_batch_18_nov_2020
wordpress-mobile/WordPress-Android,13e538eef8186fc8ebc88d20461c0e51717dec14,"Adding purchases request
",,,,,,,,random_batch_18_nov_2020
ligo-cbc/pycbc,bc8f23b1b15dbe27780007cf3433ffad0bb1ab14,"Add title to all files in well.
",,,,,,,,random_batch_18_nov_2020
kubernetes/minikube,82eafa57d4d8c2d2f9addb20d18f4f66437d21c9,"Smoothly retry host startup
",,,,,,,,random_batch_18_nov_2020
realityforge/replicant,918de99c22347fe6fee10561034d06c2da4d4070,"Inline variable
",,,,,,,,random_batch_18_nov_2020
PaddlePaddle/Paddle,899ba0d05af95067fb1fb5587587ee52e67ddf45,"Merge branch 'develop' into core_refine_inference
",,,,,,,,random_batch_18_nov_2020
StackStorm/st2,ae35850e1eb6f9242ba867af523f5c542f228015,"Merge pull request #1815 from lakshmi-kannan/cleanup_logs

RFR: Suppress no trigger in db logs",,,,,,,,random_batch_18_nov_2020
i18next/react-i18next,3cde4a7b469dc5d488f113498203a97bad662fef,"4.6.1
",,,,,,,,random_batch_18_nov_2020
CartoDB/cartodb,afacaf63d5dc630c2f89581c8c1da174c7d09e3d,"Improve SQLApi exception handling
",,,,,,,,random_batch_18_nov_2020
ubtue/ub_tools,ce732589ad9c883b2a64dc1d93bc579948fbd882,"zts_harvester: update config
",,,,,,,,random_batch_18_nov_2020
numpy/numpy,bfe0921f9bdd6b347982a9c998b8b1890040ba5b,"DEP: deprecate passing a generator to stack functions

Fixes gh-12263

We can't support generators with dispatch for ``__array_function__``.
",,,,,,,,random_batch_18_nov_2020
home-assistant/home-assistant,e2a2fe36fcbdf4938ed81f8dff61db376b594448,"Bump frontend to 20180228.1 (#12786)

* Bump frontend to 20180228.1

* Update reqs
",,,,,,,,random_batch_18_nov_2020
Subsurface-divelog/subsurface,323a71941d655916ac4a8d870fe59d160b4000da,"Dive list: remember/restore selection only on view change

The selection was remembered/restored anytime the sort-order
changed. Yet, this is only necessary if the view (tree, list)
changes. Therefore, handle the selection  only if this is the
case.

This automatically fixes the problem of the trip-selection
not being remembered if the view doesn't change. If the view
does change, trip selection is lost. But since the list view
doesn't have trips to start with, losing trip-selection seems
like an understandable behavior.

Signed-off-by: Berthold Stoeger <7086f6c34b4b8467a528b8d50bf664f0c7bd1715@mail.tuwien.ac.at>
",,,,,,,,random_batch_18_nov_2020
hmage/norm,fa6bcd0b30c5a4fb86dec18e61acfe236a758278,"Add a function that checks if cc supports requested compiler flag.
",,,,,,,,random_batch_18_nov_2020
KC3Kai/KC3Kai,ebe9b4cbef6ab21c9851432cb889c75b8811a913,Update quests.json,,,,,,,,random_batch_18_nov_2020
wordpress-mobile/WordPress-Android,0f96894b8d676a87ad5f77437015950b3202332d,"Render events are now being tracked
",,,,,,,,random_batch_18_nov_2020
opencog/atomspace,ec89f3dfeea3c0ae4c778b926bc03f52d62a3651,"Assume that only links have outgoing sets, not atoms in general
",,,,,,,,random_batch_18_nov_2020
easypcceo/easypcceo.github.io,0a74d164f21f37e1e801af3255100116c84396b6,"table fix
",,,,,,,,random_batch_18_nov_2020
ember-cli/ember-cli,aa1f8551c319b8ad918f0ad555ad9fcc4ba19717,"Merge pull request #4438 from balinterdi/patch-1

Fix Ember CLI project update link",,,,,,,,random_batch_18_nov_2020
JGRennison/OpenTTD-patches,94a70f8ade5422a90044d45403b34392518e1323,"(svn r15966) -Fix: over time, several incosistancies were not fixed by WT2. Take care of that now. Also introduce #textdir for all languages.

",,,,,,,,random_batch_18_nov_2020
loxal/muctool,5f3c088802782b626c91963eeb7656d629b381d7,"add alpn-boot;
cleanup;
",,,,,,,,random_batch_18_nov_2020
rpm-software-management/dnf,9e865493292b2d7b94c7a07c14031440a2a20e72,"Calculate repo-size from all packages
",,,,,,,,random_batch_18_nov_2020
BranchMetrics/Android-Deferred-Deep-Linking-SDK,8b73c5dd8727f73b5eea1d1aecd3903fd98fac56,"Merge pull request #524 from BranchMetrics/Rebar

DeepLink validator",,,,,,,,random_batch_18_nov_2020
Ultimaker/Cura,d8897957210c50777b96cb5688c845ab91e88b19,"CURA-4400 correctly cope with quality changes that conflict with the current enabled extruders
",,,,,,,,random_batch_18_nov_2020
eranif/codelite,3ce3e9002cc7028f2b72ab5244ebeb6077e36fa8,"- Add include files will now use #include file when the file is from whithin the workspace, and #include <file> when it is external file (e.g. stdio.h)


git-svn-id: 07d1ce18f737362072a5a2d412d3c7d02fd84b3b@1384 9da81c78-c036-0410-9e1f-a2b0375e4b5a
",,,,,,,,random_batch_18_nov_2020
CenterForOpenScience/osf.io,2c986e4bad9eb573213d07b35f8624225fbabad3,"Merge branch 'hotfix/0.30.19'
",,,,,,,,random_batch_18_nov_2020
BabylonJS/Babylon.js,ce27f4c5273fd511928dfb325fe1d9e9e7342954,Update contributing.md,,,,,,,,random_batch_18_nov_2020
facebook/mysql-5.6,64b680e88295e63565b00288c58a9bdca4256d08,Port to gtest-1.5.0,,,,,,,,random_batch_18_nov_2020
getnikola/nikola,748c7d125d3734f485d4fdf53c40cc0ecca5a559,"use underscore
",,,,,,,,random_batch_18_nov_2020
harvard-lil/h2o,da969aebc030c4594d2417705e2e8c147564823f,"Merge pull request #920 from jcushman/search-tests

Search tests and refresh_search_index task",,,,,,,,random_batch_18_nov_2020
moodle/moodle,a008de2a58cae82121bf88826bbeade33f550fa7,"MDL-46814 calendar: Export calendar uses moodle forms
",,,,,,,,random_batch_18_nov_2020
domob1812/namecore,6715efb9ca5cabeb07ae4ba8390a6e1b7638f66c,"[Qt] Payment request expiration bug fix (re-done)

- this is based on #4122 (which can be closed)

Currently a payment request is only checked for expiration upon receipt.
It should be checked again immediately before sending coins to prevent
the user from paying to an expired invoice which would then require a
customer service interaction.

- add static verifyExpired() function to PaymentServer to be able to use
  the same validation code in GUI and unit-testing code
- extend unit tests to use that function and also add an unit test which
  overflows, because payment requests allow expires as uint64, whereas we
  use int64_t for verification of expired payment requests
",,,,,,,,random_batch_18_nov_2020
securestate/king-phisher,b405b6cadd788cb99d4f338aba9e26361725ac1a,"Add client plugin API features
",,,,,,,,random_batch_18_nov_2020
wikimedia/pywikibot-core,24ba249e5614057c978f0185ec2dc7d114993dde,"[tests] Add compat2core_tests.py

Bug: T193968
Change-Id: I6218a200fbee183dca97d01de9bdf49f0845e75b
",,,,,,,,random_batch_18_nov_2020
MatterHackers/agg-sharp,b2a6798d6a7b074f6d8bc84282fd04ace9ec19c5,"Putting in some code to detect if we are trying to load a file that is too big to fit in memory.
",,,,,,,,random_batch_18_nov_2020
Expensify/Bedrock,10c7b836ed16764c63400423a49a68c441597b77,"Merge branch 'master' into tyler-ssl-fix
",,,,,,,,random_batch_18_nov_2020
mzmine/mzmine3,d15666925cfef9efb296fd796e3f876e439b911d,Minor Swing -> JavaFX update,,,,,,,,random_batch_18_nov_2020
SatelliteQE/robottelo,a6215efa086e502e943736d994123cd06860d547,"Add coverage for smart variable matchers functionality (BZ1379277) (#5045)

",,,,,,,,random_batch_18_nov_2020
RocketChat/Rocket.Chat.iOS,114f99ebc2774ee6baf24c2c47baa491fcf43920,"Don't display emojis inside code blocks
",,,,,,,,random_batch_18_nov_2020
wordpress-mobile/WordPress-iOS,1e82da4e3c08a681a810de63c35c0dc975383a23,"removes reduntant nil checks in conditionals
",,,,,,,,random_batch_18_nov_2020
rauc/rauc,7589975a15e0d0f6b808ce685cf794f021649bf9,"test: support different sources for test_prepare_dummy_file

When creating a file system, use /dev/zero instead of /dev/urandom.

Signed-off-by: Jan Luebbe <9f5a27cdf1a1d6dd5e7372203be5c3a13524cbc8@debian.org>
",,,,,,,,random_batch_18_nov_2020
HerculesWS/Hercules,0fb0df3a0fa3ac24f9f068d0c1ac664beec03354,"- Corrected SC_INTRAVISION not starting.
- Small cleanups (line terminators, indenting)
- Fixed crash when attempting to read a Label as a string on a script (thanks to End of Exam)
- Fixed possible crash when changing a chat-room's owner (thanks to End of Exam)


git-svn-id: c1e39603916b71782cde5facdf0b79eff05c1414@8639 54d463be-8e91-2dee-dedb-b68131a5f0ec
",,,,,,,,random_batch_18_nov_2020
symfony/symfony,f146c8d71bf7ed4597458648ae0b4760fa7eb24c,"tag for dumped PHP objects must be a local one
",,,,,,,,random_batch_18_nov_2020
lucee/Lucee,7963a2044491de88280f57fd02865621aabdbec6,"make travis script more dynamic
",,,,,,,,random_batch_18_nov_2020
awslabs/s2n,bf2b4dc98c73292bb9b7c09040b6ce65f405cf48,"Stuffer macros missed in error handler refactoring

- Commit 558b3fca switched from error param to return value, stuffer macros did not get updated in the mix
- Removes obsolete s2n_stuffer_init_text() macro (must init with s2n_blob thus macro too complex)
- Updates s2n_stuffer_write_str() to use s2n_stuffer_write_bytes()
- Updates s2n_stuffer_write_str() to remove unused n arg
- Updates s2n_stuffer_write_text() to use s2n_stuffer_write_bytes()
- Updates s2n_stuffer_read_text() to use s2n_stuffer_read_bytes()
- Corrects test code to match macros and methods (still disabled via
  preproc)
",,,,,,,,random_batch_18_nov_2020
llvm-mirror/llvm,a532117d5a468396d20a8ba4690a3d5c1e72eac1,"[X86][SSE] Regenerate vector shift tests

git-svn-id: 0ff597fd157e6f4fc38580e8d64ab130330d2411@259999 91177308-0d34-0410-b5e6-96231b3b80d8
",,,,,,,,random_batch_18_nov_2020
centminmod/centminmod,a72a6367ba01cc9c6e7e5a8678b7943a134faa04,"fix pagespeed admin check
",,,,,,,,random_batch_18_nov_2020
libMesh/libmesh,5c096103d39ca71d59de77cd3aff8777b1ca14bb,"- moved the FEInterface::is_inf_elem to private.  There is no public need
  anymore since bool Elem::infinite(). This clears up  the use of InfFE.
- thought about the worth of inf_elem_iterator, and really do not need
  them.  Would be straightforward to implement, so if anybody needs
  them, tell me.


git-svn-id: e88a1e38e13faf406e05cc89eca8dd613216f6c4@210 434f946d-2f3d-0410-ba4c-cb9f52fb0dbf
",,,,,,,,random_batch_18_nov_2020
shogun-toolbox/shogun,a34f6576dc1c128edeb2f20b4afd13364b1ca7df,"properly cast to index_t
",,,,,,,,random_batch_18_nov_2020
z411/trackma,1bf0eac185d8a6806dfec73917fbb228b7566afa,"Qt: Retrieve and send
",,,,,,,,random_batch_18_nov_2020
IdentityServer/IdentityServer4,40288f7cab85100e5e5bbd61b677165e901ac746,"Changed level from error to warn on refresh token (#2695)

Expired tokens
Invalid tokens",,,,,,,,random_batch_18_nov_2020
citusdata/citus,ae91768c96610afcd54f441e4c1546c940ca3990,"Evaluate functions on the master

- Enables using VOLATILE functions (like nextval()) in INSERT queries
- Enables using STABLE functions (like now()) targetLists and joinTrees

UPDATE and INSERT can now contain non-immutable functions. INSERT can contain any kind of
expression, while UPDATE can contain any STABLE function, so long as a Var is not passed
into the STABLE function, even indirectly. UPDATE TagetEntry's can now also include Vars.

There's an exception, CASE/COALESCE statements may not contain mutable functions.

Functions calls in master_modify_multiple_shards are also evaluated.
",,,,,,,,random_batch_18_nov_2020
scop/bash-completion,bfe14e7b8e02f97d490a3b3c8087588e5318b5ee,"test: don't try to install black on Python < 3.6
",,,,,,,,random_batch_18_nov_2020
bywatersolutions/bws-package,2121f6494bc1216202171057337b8522eb782aca,"Bug 2505 - Add commented use warnings where missing in the errors/ directory
",,,,,,,,random_batch_18_nov_2020
gradle/gradle,8f501d57b08a3a9cd3360c631bdebc8fd46ff656,Fix test so it compares generated application.xml with platform line endings,,,,,,,,random_batch_18_nov_2020
JetBrains/intellij-scala,29d05ad7e55c9a9d4e5da94eb4f146d461cce0cf,"Simple Lexer Test added.

git-svn-id: ba81b6bd3dd9830eeafada3de57364a31f808d18@3565 59f64563-22e8-0310-8d2c-98a15e1539f2
",,,,,,,,random_batch_18_nov_2020
CenterForAssessment/SGP,9be529c13369654a53467ab75f00b928b4a2f1ae,"Addition of testSGP and standard error of SGP to package
",,,,,,,,random_batch_18_nov_2020
stan-dev/math,c7e1e309b152c74dc705cf326e91b98c009711ec,"Merge branch 'develop' of https://github.com/stan-dev/stan into develop
",,,,,,,,random_batch_18_nov_2020
AshamaneProject/AshamaneCore,4e61b416d8331082257c470b14578876a2d72e26,"Core/PacketIO: Enabled SMSG_ADDON_INFO and SMSG_ACCOUNT_DATA_TIMES
",,,,,,,,random_batch_18_nov_2020
tesseract-ocr/tesseract,bce585286d2a1bc24e8bdb28ac34b60c37fe07d6,"Remove global array kPolyBlockNames from Tesseract library

It is only used in unittest/layout_test.cc after moving a test from
baseapi_test.cc to that file, so it can be made local.

Signed-off-by: Stefan Weil <8d4c780fcfdc41841e5070f4c43da8958ba6aec0@weilnetz.de>
",,,,,,,,random_batch_18_nov_2020
aspnet/AspNetCore,97a3c47928a97106f4cb86a2a5038a9cb0ce53dc,"Revert ""Temporarily remove compiling against non roslyn project references""

This reverts commit 088bcac02854aad665880b011d97a508976efda2.
",,,,,,,,random_batch_18_nov_2020
markfinal/BuildAMation,56c1d11a5add194ddf026028feaf0270aa85d499,"[packages,C] Fixes #37. C builds expose PatchVersion (defaults to zero) in addition to MajorVersion and MinorVersion, so that package builds support semantic versioning. Note on Linux, a symbolic link of <lib>.so.<major>.<minor> is not created, as it does not serve a purpose at either link time or for the dynamic loader.
",,,,,,,,random_batch_18_nov_2020
quintel/etengine,a020294bfc70041aa130c79a47e0f19026f875fb,"Update merit to quintel/merit@a76e658
",,,,,,,,random_batch_18_nov_2020
quarkusio/quarkus,6aa9250ab6462aad9129bf8abe96d9d6e717ebd8,"Merge pull request #1824 from cescoffier/features/fix-distroless-url

Fix distroless link",,,,,,,,random_batch_18_nov_2020
Return-To-The-Roots/s25client,c5f1637e16cd4e72ac5fa7d50552e79007c777b1,"Init local player id with 0
",,,,,,,,random_batch_18_nov_2020
4dn-dcic/tibanna,3b7c2b9787f238ee511cbb6539d8b3cc2e5cabbe,"fixed data bug and added instance type
",,,,,,,,random_batch_18_nov_2020
ymcatwincities/openy,cfb2fed17ef0dbbc837a43fa362998f50f918690,"Merge branch '8.x-2.x' of github.com:ymcatwincities/openy into RGTC-1106
",,,,,,,,random_batch_18_nov_2020
popcodeorg/popcode,f8ea181b677d30e6bc6a544d9cff5df474efe41c,"WIP OfflinePlugin - no errors in online mode, but does not seem to work offline on localhost
",,,,,,,,random_batch_18_nov_2020
freeciv/freeciv,6611d30c0b8f71d2c73442fd9c9796f14a2a3898,"update strings

[[originally from svn r15369]]
",,,,,,,,random_batch_18_nov_2020
DemocracyEarth/sovereign,faf0c92d3b69686619740c9d8850e83c052810be,"its all about context
",,,,,,,,random_batch_18_nov_2020
adamtheturtle/vws-python,cad9a3b8a25803224c9e1b0c6bf40a27f0ed1a29,[requires.io] dependency update,,,,,,,,random_batch_18_nov_2020
raphw/byte-buddy,cc2140f0e7d17f30bee7af8d36082e274fe89bfd,"[maven-release-plugin] prepare release byte-buddy-1.4.18
",,,,,,,,random_batch_18_nov_2020
